Taxa	SNV	Name	Analysis4	meanG	seG	meanM	seM	target	Name_lumped	forShape
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	Neg_Stool	0.574985520598952	0.116673619489626	0.418829041035575	0.107687385624407	None	Firmicutes Ruminococcus	None.Neg_Stool
Firmicutes Ruminococcus ad139328ba8ac39c2e5ccef543df2deb	ad139328ba8ac39c2e5ccef543df2deb	Firmicutes Ruminococcus	Pos_Stool	0.254411066351829	0.0521792685497906	0.737645357905157	0.063277061667235	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
Firmicutes Ruminococcus ad139328ba8ac39c2e5ccef543df2deb	ad139328ba8ac39c2e5ccef543df2deb	Firmicutes Ruminococcus	Neg_Stool	0.274341771351634	0.083180814647643	0.79042814135472	0.0765323689177191	IgM+	Firmicutes Ruminococcus	IgM+.Neg_Stool
Firmicutes Ruminococcus d9eea834805833ac21a86fdabedd8556	d9eea834805833ac21a86fdabedd8556	Firmicutes Ruminococcus	Pos_Stool	0.388030977672234	0.0794637736649687	0.588946090286546	0.0781505556979476	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
Firmicutes Ruminococcus d9eea834805833ac21a86fdabedd8556	d9eea834805833ac21a86fdabedd8556	Firmicutes Ruminococcus	Neg_Stool	0.389197593104051	0.0793067092315513	0.596007374165904	0.0603830260471187	IgM+	Firmicutes Ruminococcus	IgM+.Neg_Stool
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	e367dacc4cf58de7164775e5899d4ab2	Firmicutes Ruminococcus	Pos_Stool	0.526501243947999	0.0541202040048801	0.70501989752139	0.0394498030864069	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
Firmicutes Ruminococcus e367dacc4cf58de7164775e5899d4ab2	e367dacc4cf58de7164775e5899d4ab2	Firmicutes Ruminococcus	Neg_Stool	0.598786359747502	0.0592360996475049	0.710024000292839	0.0527010610331337	IgM+	Firmicutes Ruminococcus	IgM+.Neg_Stool
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	fd496fd32dc8c08ade2e8b6c9d8ee13d	Firmicutes Streptococcus	Pos_Stool	0.651606607800999	0.060355311260459	0.888515544109226	0.0349478306630144	IgM+	Other	IgM+.Pos_Stool
Firmicutes Streptococcus fd496fd32dc8c08ade2e8b6c9d8ee13d	fd496fd32dc8c08ade2e8b6c9d8ee13d	Firmicutes Streptococcus	Neg_Stool	0.573917078918372	0.0797782306289455	0.865199848211328	0.041026045066505	IgM+	Other	IgM+.Neg_Stool
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	26c6e3ed14694582e207478c1f23c21f	Firmicutes Turicibacter	Pos_Stool	0.421526321773661	0.0522396914568313	0.624438655884286	0.0468901954640163	IgM+	Other	IgM+.Pos_Stool
Firmicutes Turicibacter 26c6e3ed14694582e207478c1f23c21f	26c6e3ed14694582e207478c1f23c21f	Firmicutes Turicibacter	Neg_Stool	0.518547593905331	0.0442095851419161	0.588333149432565	0.0360079397680173	IgM+	Other	IgM+.Neg_Stool
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	27f098662c8f87b4aaff903d9c0f28d3	Proteobacteria Bilophila	Pos_Stool	0.619641983415348	0.0811078851594614	0.809570371887318	0.0631328185890313	IgM+	Other	IgM+.Pos_Stool
Proteobacteria Bilophila 27f098662c8f87b4aaff903d9c0f28d3	27f098662c8f87b4aaff903d9c0f28d3	Proteobacteria Bilophila	Neg_Stool	0.527337227421665	0.0932377056064647	0.795969961593863	0.0603475789196649	IgM+	Other	IgM+.Neg_Stool
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	d46e2205f0c6ecf67b51f83d111c509c	Proteobacteria Enterobacteriaceae	Pos_Stool	0.506597350928888	0.0723903176823347	0.737861296142195	0.0619924470650129	IgM+	Other	IgM+.Pos_Stool
Proteobacteria Enterobacteriaceae d46e2205f0c6ecf67b51f83d111c509c	d46e2205f0c6ecf67b51f83d111c509c	Proteobacteria Enterobacteriaceae	Neg_Stool	0.593960638038262	0.0936095586214469	0.749509138309077	0.0779557091274478	IgM+	Other	IgM+.Neg_Stool
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	69a11f927915e2a3ba1f7b9c84486527	Proteobacteria Sutterella	Pos_Stool	0.485718056420378	0.0653319313655265	0.845410657078358	0.0368840978460089	IgM+	Other	IgM+.Pos_Stool
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	69a11f927915e2a3ba1f7b9c84486527	Proteobacteria Sutterella	Neg_Stool	0.390119259257975	0.0753886705357342	0.758119033078555	0.0752561568794576	IgM+	Other	IgM+.Neg_Stool
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	7b28c20e72c6c95b3e604f0849245770	Verrucomicrobia Akkermansia	Pos_Stool	0.470720027050016	0.0693272016618082	0.737356236771821	0.0435236839526969	IgM+	Other	IgM+.Pos_Stool
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	7b28c20e72c6c95b3e604f0849245770	Verrucomicrobia Akkermansia	Neg_Stool	0.523615146192534	0.0788950750022367	0.505660487624359	0.0602468035807871	None	Other	None.Neg_Stool
