Taxa	SubjectID	Analysis4	Name	SNV	IgG+IgM-	IgM+IgG-	IgG+IgM+	IgA-IgM-IgG-
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F10-1	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.332291389203224	0.041418503906285	0.626290106890491
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F11-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.637446984833721	0.355167081287781	0.00738593387849816
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F12-1	Neg_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.564432839316559	0.0151997777487632	0.420367382934678
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F13-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.942738764756229	0.0520216450907465	0.00523959015302483
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F14-1	Neg_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F14-2	Neg_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.972161098189497	0.0139194509052514	0.0139194509052514
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F15-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.0335479557788157	0.966250509595279	0.000201534625905096
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F2-1	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F2-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F4-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.766042408792364	0.230362086374759	0.00359550483287708
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F5-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.964490259836082	0.0231837100773237	0.0123260300865945
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F6-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.868859180399429	0.124830052460168	0.00631076714040308
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	F8-2	Pos_Stool	Firmicutes Faecalibacterium	59777186ad2e0947e97615b5d6225136	NA	0.338766335810985	0.108216564528572	0.553017099660443
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F10-1	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.684022047441901	0.313294735682029	0.00268321687607026
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F11-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F12-1	Neg_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F13-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F14-1	Neg_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F14-2	Neg_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.971434387764972	0.0142828061175139	0.0142828061175139
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F15-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.00889569458404364	0.00889569458404364	0.982208610831913
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F2-1	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F2-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F4-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.312312665012266	0.684438125570099	0.00324920941763436
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F5-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.145560993610942	0.000861975958183259	0.853577030430875
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F6-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	F8-2	Pos_Stool	Firmicutes Faecalibacterium	86ff0efd7fd88b82809500c90c4a7832	NA	0.662410736928695	0.173306871433704	0.164282391637601
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F10-1	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.373430216972847	0.127894816675827	0.498674966351325
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F11-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.44750034135902	0.05552726464211	0.49697239399887
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F12-1	Neg_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.0102903626937001	0.00243412492476813	0.987275512381532
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F13-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.0276830375867411	0.000410162891698859	0.97190679952156
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F14-1	Neg_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F14-2	Neg_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.445419175746889	0.0579047546433442	0.496676069609767
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F15-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.00240395647374408	0.995192087052512	0.00240395647374408
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F2-1	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F2-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.680691317414717	0.059942050713914	0.259366631871369
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F4-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.305211933005774	0.00279473953583036	0.691993327458396
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F5-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.433540552664683	0.0110317819735429	0.555427665361774
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F6-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.0106641234610716	0.978671753077857	0.0106641234610716
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	F8-2	Pos_Stool	Firmicutes Faecalibacterium	8e175abe6a746b8f33bae9cd7c8192bb	NA	0.0776137871118834	0.805219678709199	0.117166534178918
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F10-1	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.0806746816512705	0.686244133359917	0.233081184988813
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F11-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.40515924578284	0.583305056622729	0.0115356975944306
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F12-1	Neg_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.0029629928372252	0.000545240511859698	0.996491766650915
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F13-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.150857909113858	0.0478212980179514	0.801320792868191
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F14-1	Neg_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F14-2	Neg_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.697261023865646	0.00777886457412921	0.294960111560225
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F15-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.00311719548456356	0.885705533734552	0.111177270780884
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F2-1	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F2-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.665343247835599	0.0806072960592442	0.254049456105157
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F4-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.254683672431326	0.567930723668602	0.177385603900072
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F5-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.502236442408698	0.423131546326421	0.0746320112648815
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F6-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.948599821716416	0.040424098545944	0.0109760797376404
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	F8-2	Pos_Stool	Firmicutes Faecalibacterium	c48070f3061b086b60ff32f77e0002fa	NA	0.295634139799091	0.701822991072926	0.00254286912798235
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F10-1	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.401223171535227	0.536742674865194	0.0620341535995793
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F11-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.75937967378892	0.0713952055825454	0.169225120628535
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F12-1	Neg_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.528303731596501	0.0246036300779563	0.447092638325543
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F13-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.399133088816245	0.0235563724471755	0.57731053873658
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F14-1	Neg_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F14-2	Neg_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.899831816708432	0.0326044140424196	0.0675637692491485
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F15-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.0637251428179207	0.915712586602752	0.0205622705793275
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F2-1	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F2-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.877349513258483	0.015844713700039	0.106805773041478
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F4-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.815879003444791	0.13180405236316	0.0523169441920484
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F5-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.920322388546304	0.0116893426392905	0.0679882688144055
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F6-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.759993808217906	0.239226580479363	0.000779611302730617
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F8-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	NA	0.618429784338337	0.380462546499776	0.0011076691618865
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F10-1	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.848943404381499	0.108679434010851	0.0423771616076501
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F11-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.842880040533088	0.055744660840895	0.101375298626017
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F12-1	Neg_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F13-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.32425043201837	0.027683250881417	0.648066317100213
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F14-1	Neg_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F14-2	Neg_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.947263540807368	0.00696742418923912	0.0457690350033928
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F15-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.00481892484653501	0.534303340004062	0.460877735149402
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F2-1	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F2-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F4-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.137727374539088	0.035838612259562	0.82643401320135
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F5-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.661708653900383	0.188323695376727	0.14996765072289
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F6-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.969943803266686	0.0279862570926659	0.00206993964064817
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F8-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	NA	0.141926657325792	0.837468835371401	0.0206045073028067
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.977409555118785	0.0112952224406077	0.0112952224406077
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F12-1	Neg_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.899385579233182	0.0817030465257716	0.0189113742410466
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.00520798285692052	0.00878489415975054	0.986007122983329
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F14-1	Neg_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F14-2	Neg_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.993154002990528	0.00342299850473623	0.00342299850473623
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F2-1	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.905037629888172	0.0779355894649546	0.0170267806468729
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	NA	0.908054381722259	0.050896379080268	0.0410492391974729
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.378167132333256	0.614530260591771	0.00730260707497325
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.787186843907215	0.106406578046393	0.106406578046393
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F12-1	Neg_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.501348572611209	0.0493420101458517	0.449309417242939
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.729308151899576	0.122313000185306	0.148378847915117
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F14-1	Neg_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F14-2	Neg_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.963369613331805	0.0257727956541075	0.0108575910140874
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.106713748117354	0.869035445321932	0.0242508065607145
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F2-1	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.907933777716599	0.0834662543952824	0.00859996788811886
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.0999228714640984	0.800154257071803	0.0999228714640984
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.97465434655764	0.0221679516371493	0.00317770180521101
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.957143259653517	0.0393680712117266	0.00348866913475675
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	NA	0.453969038150512	0.541668226690257	0.00436273515923002
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.0104237480172218	0.979152503965556	0.0104237480172218
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F12-1	Neg_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.765730760318525	0.0178815438983638	0.216387695783111
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.853210307744623	0.14301219440123	0.00377749785414696
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F14-1	Neg_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F14-2	Neg_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.969728781313422	0.0188723574764782	0.0113988612100999
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.0854539708696017	0.911511360971179	0.00303466815921902
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F2-1	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.0134688948499212	0.973062210300158	0.0134688948499212
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.333333333333333	0.333333333333333	0.333333333333333
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.8835302693394	0.0730179373067153	0.0434517933538846
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	NA	0.216279072177988	0.770132152302481	0.013588775519531
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	NA	0.430322133851306	0.0894433864973025	0.480234479651392
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	NA	0.510629485185194	0.379578001282056	0.10979251353275
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F12-1	Neg_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	NA	0.142994370476555	0.0197952039193378	0.837210425604107
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	NA	0.303809757660145	0.687159550704448	0.00903069163540722
